Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;Type de lycée;Effectifs voie GT;Effectifs voie PRO;Effectifs Ensemble GT-PRO;IPS voie GT;IPS voie PRO;IPS Ensemble GT-PRO;Ecart-type de l'IPS voie GT;Ecart-type de l'IPS voie PRO
2022-2023;BESANCON;025;DOUBS;0251035P;LYCEE PROFESSIONNEL PRIVE SAINTE FAMILLE;25056;BESANCON;privé sous contrat;LP;;173.0;173.0;;98.5;98.5;;26.0
2022-2023;BESANCON;025;DOUBS;0251079M;LYCEE PROFESSIONNEL TRISTAN BERNARD LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;25056;BESANCON;public;LP;;378.0;378.0;;81.9;81.9;;27.6
2022-2023;BESANCON;025;DOUBS;0251592V;LP PR ST JOSEPH LYCEE DES METIERS DE LA CONCEPTION DE PRODUITS ET DE L AMENAGEMENT DE L HABITAT;25056;BESANCON;privé sous contrat;LP;;186.0;186.0;;107.9;107.9;;28.4
2022-2023;GRENOBLE;026;DROME;0260006R;LYCEE POLYVALENT FRANCOIS JEAN ARMORIN;26108;CREST;public;LPO;361.0;78.0;439.0;122.9;85.9;116.3;34.3;25.3
2022-2023;GRENOBLE;026;DROME;0260082Y;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE;26362;VALENCE;privé sous contrat;LP;;121.0;121.0;;102.7;102.7;;26.3
2022-2023;GRENOBLE;026;DROME;0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINISTRATION ET DE LA GESTION D ENTREPRISE;26362;VALENCE;privé sous contrat;LP;;328.0;328.0;;110.6;110.6;;27.6
2022-2023;NORMANDIE;027;EURE;0270016W;LYCEE GENERAL ET TECHNOLOGIQUE ARISTIDE BRIAND;27229;EVREUX;public;LEGT;1197.0;;1197.0;105.2;;105.2;35.1;
2022-2023;NORMANDIE;027;EURE;0270044B;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES DUMEZIL;27681;VERNON;public;LEGT;1439.0;;1439.0;113.0;;113.0;34.9;
2022-2023;ORLEANS-TOURS;028;EURE-ET-LOIR;0280009H;LYCEE PROFESSIONNEL PHILIBERT DE L ORME;28218;LUCE;public;LP;;296.0;296.0;;86.7;86.7;;25.6
2022-2023;ORLEANS-TOURS;028;EURE-ET-LOIR;0280022X;LYCEE PROFESSIONNEL MAURICE VIOLLETTE LYCEE DES METIERS DE L INDUSTRIE DU TERTIAIRE ET DES SERVICES;28134;DREUX;public;LP;;433.0;433.0;;83.8;83.8;;24.9
2022-2023;ORLEANS-TOURS;028;EURE-ET-LOIR;0280036M;LYCEE POLYVALENT REMI BELLEAU LYCEE DES METIERS DU COMMERCE ET DE LA GESTION DES ENTREPRISES;28280;NOGENT LE ROTROU;public;LPO;812.0;175.0;987.0;111.5;83.8;106.6;33.4;24.1
2022-2023;ORLEANS-TOURS;028;EURE-ET-LOIR;0280044W;LYCEE POLYVALENT JEHAN DE BEAUCE;28085;CHARTRES;public;LPO;1208.0;560.0;1768.0;111.9;93.3;106.0;34.0;26.6
2022-2023;ORLEANS-TOURS;028;EURE-ET-LOIR;0280667Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PIERRE SAINT PAUL;28134;DREUX;privé sous contrat;LEGT;325.0;;325.0;130.1;;130.1;29.1;
2022-2023;ORLEANS-TOURS;028;EURE-ET-LOIR;0280687V;LYCEE PROFESSIONNEL PRIVE DE COUASNON LYCEE DES METIERS DES SERVICES A LA PERSONNE ET A L ENTREPRISE;28134;DREUX;privé sous contrat;LP;;307.0;307.0;;93.0;93.0;;24.0
2022-2023;RENNES;029;FINISTERE;0290010D;LYCEE GENERAL DE L HARTELOIRE;29019;BREST;public;LEGT;370.0;;370.0;118.0;;118.0;37.9;
2022-2023;RENNES;029;FINISTERE;0290034E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MARIE LE BRIS;29046;DOUARNENEZ;public;LEGT;353.0;;353.0;114.5;;114.5;31.4;
2022-2023;RENNES;029;FINISTERE;0290051Y;LYCEE GENERAL ET TECHNOLOGIQUE TRISTAN CORBIERE;29151;MORLAIX;public;LEGT;764.0;;764.0;112.3;;112.3;33.8;
2022-2023;RENNES;029;FINISTERE;0290108K;LYCEE POLYVALENT DUPUY DE LOME;29019;BREST;public;LPO;161.0;432.0;593.0;101.1;84.7;89.1;29.6;25.6
2022-2023;RENNES;029;FINISTERE;0290130J;LYCEE PROFESSIONNEL DE PLEYBEN LYCEE DES METIERS DU BATIMENT ET DE L ECOCONSTRUCTION;29162;PLEYBEN;public;LP;;141.0;141.0;;92.6;92.6;;24.7
2022-2023;RENNES;029;FINISTERE;0290159R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT SEBASTIEN;29103;LANDERNEAU;privé sous contrat;LEGT;496.0;;496.0;119.8;;119.8;26.1;
2022-2023;RENNES;029;FINISTERE;0290164W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DU MUR;29151;MORLAIX;privé sous contrat;LEGT;388.0;;388.0;116.3;;116.3;28.5;
2022-2023;RENNES;029;FINISTERE;0290184T;LYCEE POLYVALENT PRIVE SAINT JOSEPH LYCEE DES METIERS DE L INDUSTRIE LYCEE DES METIERS DU BATIMENT LYCEE DES METIERS DU COMMERCE;29103;LANDERNEAU;privé sous contrat;LP;;263.0;263.0;;110.4;110.4;;25.4
2022-2023;RENNES;029;FINISTERE;0290335G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CROIX ROUGE LA SALLE;29019;BREST;privé sous contrat;LPO;1309.0;553.0;1862.0;121.0;105.0;116.2;30.4;26.9
2022-2023;RENNES;029;FINISTERE;0290340M;LPO PRIVE ESTRAN FENELON LYCEE DES METIERS DES SERVICES A LA PERSONNE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION ET DU TOURISME;29019;BREST;privé sous contrat;LPO;276.0;249.0;525.0;119.0;104.7;112.2;26.9;24.5
2022-2023;RENNES;029;FINISTERE;0291808H;LP PRIVE SAINT JOSEPH SAINT MARC LYCEE DES METIERS DE LA BOULANGERIE PATISSERIE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION;29039;CONCARNEAU;privé sous contrat;LP;;262.0;262.0;;107.8;107.8;;26.0
2022-2023;RENNES;029;FINISTERE;0292144Y;LYCEE PROFESSIONNEL PRIVE LE LIKES LA SALLE LYCEE DES METIERS DE L INDUSTRIE DE LA GESTION ET DU COMMERCE;29232;QUIMPER;privé sous contrat;LP;;571.0;571.0;;103.3;103.3;;27.3
2022-2023;RENNES;029;FINISTERE;0292157M;LYCEE PROFESSIONNEL PRIVE SAINTE ELISABETH;29046;DOUARNENEZ;privé sous contrat;LP;;110.0;110.0;;86.0;86.0;;22.9
2022-2023;MONTPELLIER;030;GARD;0300057Z;LYCEE PROFESSIONNEL GASTON DARBOUX LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;30189;NIMES;public;LP;;708.0;708.0;;74.1;74.1;;23.3
2022-2023;MONTPELLIER;030;GARD;0301552Z;LYCEE GENERAL ET TECHNOLOGIQUE PHILIPPE LAMOUR;30189;NIMES;public;LEGT;1196.0;;1196.0;99.6;;99.6;34.7;
2022-2023;MONTPELLIER;030;GARD;0301778V;LYCEE POLYVALENT JACQUES PREVERT LYCEE DES METIERS DU MANAGEMENT DE LA GESTION DE LA LOGISTIQUE ET DU TRANSPORT;30243;SAINT CHRISTOL LEZ ALES;public;LPO;714.0;265.0;979.0;106.4;85.0;100.6;35.1;27.2
2022-2023;MONTPELLIER;030;GARD;0301862L;LYCEE POLYVALENT LUCIE AUBRAC;30321;SOMMIERES;public;LPO;410.0;65.0;475.0;122.8;92.3;118.6;35.0;31.4
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0310032S;LYCEE GENERAL ET TECHNOLOGIQUE DE BAGATELLE;31483;SAINT GAUDENS;public;LEGT;673.0;;673.0;109.7;;109.7;32.6;
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0310038Y;LYCEE POLYVALENT BELLEVUE;31555;TOULOUSE;public;LPO;1582.0;289.0;1871.0;131.6;86.2;124.6;38.5;27.3
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0310039Z;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;31555;TOULOUSE;public;LEGT;963.0;;963.0;118.0;;118.0;40.9;
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0310047H;LYCEE GENERAL ET TECHNOLOGIQUE OZENNE;31555;TOULOUSE;public;LEGT;973.0;;973.0;134.7;;134.7;36.5;
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0310056T;LYCEE PROFESSIONNEL GABRIEL PERI LYCEE DES METIERS DE LA VENTE ET DE LA MODE;31555;TOULOUSE;public;LP;;355.0;355.0;;93.4;93.4;;31.8
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0311092U;LP EUGENE MONTEL LYCEE DES METIERS DES ENERGIES RENOUVELABLES DE L ELECTROTECHNIQUE MAINTENANCE ET CHAUDRONNERIE INDUSTRIELLE;31149;COLOMIERS;public;LP;;453.0;453.0;;91.6;91.6;;30.1
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0311200L;LYCEE PROFESSIONNEL PRIVE AIRBUS TOULOUSE LYCEE DES METIERS DE L AERONAUTIQUE;31555;TOULOUSE;privé sous contrat;LP;;238.0;238.0;;119.2;119.2;;26.0
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS;31042;BAGNERES DE LUCHON;public;LPO;209.0;55.0;264.0;124.4;98.8;119.0;34.0;22.4
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0311902Z;LYCEE GENERAL ET TECHNOLOGIQUE STEPHANE HESSEL;31555;TOULOUSE;public;LEGT;1195.0;;1195.0;116.1;;116.1;38.1;
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0311970Y;LYCEE PROFESSIONNEL PRIVE SAINTE MARIE DE NEVERS;31555;TOULOUSE;privé sous contrat;LP;;313.0;313.0;;115.1;115.1;;29.6
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312290W;LYCEE GENERAL ET TECHNOLOGIQUE HENRI MATISSE;31157;CUGNAUX;public;LEGT;1357.0;;1357.0;122.0;;122.0;36.4;
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312355S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ORT MAURICE GRYNFOGEL;31149;COLOMIERS;privé sous contrat;LEGT;79.0;;79.0;119.8;;119.8;29.4;
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312686B;LYCEE POLYVALENT SAINT EXUPERY LYCEE DES METIERS DE LA PRODUCTIQUE ET DE LA MAINTENANCE AERONAUTIQUE;31069;BLAGNAC;public;LPO;1175.0;319.0;1494.0;125.1;95.9;118.9;36.5;29.6
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312744P;LYCEE POLYVALENT JEAN PIERRE VERNANT;31421;PINS JUSTARET;public;LPO;1329.0;63.0;1392.0;125.7;90.3;124.1;34.6;23.4
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312759F;LYCEE POLYVALENT JOSEPH GALLIENI LYCEE DES METIERS DE L AUTOMOBILE DU TRANSPORT ET DE LA LOGISTIQUE;31555;TOULOUSE;public;LPO;119.0;560.0;679.0;86.3;81.7;82.5;28.3;24.7
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312822Z;LYCEE POLYVALENT CHARLES DE GAULLE LYCEE DES METIERS DE L ENERGETIQUE ET DE LA DOMOTIQUE;31395;MURET;public;LPO;761.0;345.0;1106.0;119.7;92.6;111.3;34.8;28.2
2022-2023;TOULOUSE;031;HAUTE-GARONNE;0312915A;LYCEE POLYVALENT LEON BLUM;31582;VILLEFRANCHE DE LAURAGAIS;public;LPO;809.0;59.0;868.0;130.1;101.9;128.2;33.8;28.2
2022-2023;TOULOUSE;032;GERS;0320025D;LYCEE POLYVALENT D ARTAGNAN LYCEE DES METIERS;32296;NOGARO;public;LPO;271.0;201.0;472.0;102.9;88.0;96.6;29.6;25.9
2022-2023;TOULOUSE;032;GERS;0320036R;LYCEE GENERAL JOSEPH SAVERNE;32160;L ISLE JOURDAIN;public;LEGT;737.0;;737.0;125.3;;125.3;32.9;
2022-2023;TOULOUSE;032;GERS;0320652K;LYCEE PROFESSIONNEL PRIVE ORATOIRE SAINTE MARIE;32013;AUCH;privé sous contrat;LP;;46.0;46.0;;108.9;108.9;;29.4
2022-2023;BORDEAUX;033;GIRONDE;0330003Z;LYCEE GENERAL ET TECHNOLOGIQUE GRAND AIR;33009;ARCACHON;public;LEGT;1296.0;;1296.0;118.2;;118.2;32.1;
2022-2023;BORDEAUX;033;GIRONDE;0330018R;LYCEE PROFESSIONNEL LEONARD DE VINCI;33056;BLANQUEFORT;public;LPO;131.0;535.0;666.0;111.4;93.9;97.4;29.6;26.6
2022-2023;BORDEAUX;033;GIRONDE;0330032F;LYCEE PROFESSIONNEL NICOLAS BREMONTIER;33063;BORDEAUX;public;LP;;229.0;229.0;;88.0;88.0;;26.2
2022-2023;BORDEAUX;033;GIRONDE;0330069W;LYCEE PROFESSIONNEL LA MORLETTE : LYCEE DES METIERS DES SOINS ET DES SERVICES A LA PERSONNE;33119;CENON;public;LP;;475.0;475.0;;86.5;86.5;;24.7
2022-2023;BORDEAUX;033;GIRONDE;0330088S;LYCEE GENERAL ET TECHNOLOGIQUE MAX LINDER;33243;LIBOURNE;public;LEGT;1721.0;;1721.0;108.6;;108.6;33.4;
2022-2023;BORDEAUX;033;GIRONDE;0330109P;LYCEE POLYVALENT JEAN RENOU;33352;LA REOLE;public;LEGT;475.0;;475.0;108.6;;108.6;34.7;
2022-2023;BORDEAUX;033;GIRONDE;0330115W;LYCEE GENERAL RECLUS;33402;SAINTE FOY LA GRANDE;public;LEGT;467.0;;467.0;100.1;;100.1;31.7;
2022-2023;BORDEAUX;033;GIRONDE;0331488N;LYCEE GENERAL PRIVE SAINT ELME;33009;ARCACHON;privé sous contrat;LEGT;376.0;;376.0;127.5;;127.5;28.6;
2022-2023;BORDEAUX;033;GIRONDE;0331501C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE BASTIDE;33063;BORDEAUX;privé sous contrat;LEGT;918.0;;918.0;129.7;;129.7;26.8;
2022-2023;BORDEAUX;033;GIRONDE;0331502D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH DE TIVOLI;33063;BORDEAUX;privé sous contrat;LEGT;721.0;;721.0;137.5;;137.5;23.9;
2022-2023;BORDEAUX;033;GIRONDE;0331506H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE MONTESQUIEU;33243;LIBOURNE;privé sous contrat;LEGT;486.0;;486.0;116.7;;116.7;25.6;
2022-2023;BORDEAUX;033;GIRONDE;0332081H;LYCEE GENERAL ET TECHNOLOGIQUE ODILON REDON;33314;PAUILLAC;public;LEGT;1008.0;;1008.0;101.7;;101.7;30.1;
2022-2023;BORDEAUX;033;GIRONDE;0332346W;LYCEE PROFESSIONNEL PHILIPPE COUSTEAU;33366;SAINT ANDRE DE CUBZAC;public;LP;;351.0;351.0;;91.2;91.2;;25.3
2022-2023;BORDEAUX;033;GIRONDE;0332445D;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS LYCEES DES DES METIERS DE L AUTOMOBILE;33063;BORDEAUX;public;LP;;344.0;344.0;;91.9;91.9;;29.7
2022-2023;BORDEAUX;033;GIRONDE;0332495H;LYCEE PROFESSIONNEL PRIVE BEL ORME LYCEE DES METIERS DU SERVICE ET DE LA RELATION ET DU LABORATOIRE;33063;BORDEAUX;privé sous contrat;LP;;315.0;315.0;;116.2;116.2;;25.2
2022-2023;BORDEAUX;033;GIRONDE;0332496J;LYCEE PROFESSIONNEL PRIVE SAINTE FAMILLE SAINTONGE LYCEE DES METIERS DE L INDUSTRIE ET DU BATIMENT;33063;BORDEAUX;privé sous contrat;LP;;109.0;109.0;;111.7;111.7;;28.5
2022-2023;BORDEAUX;033;GIRONDE;0332724G;LYCEE GENERAL NORD BASSIN SIMONE VEIL;33005;ANDERNOS LES BAINS;public;LEGT;883.0;;883.0;120.7;;120.7;31.7;
2022-2023;MONTPELLIER;034;HERAULT;0340009A;LYCEE GENERAL ET TECHNOLOGIQUE HENRI IV;34032;BEZIERS;public;LEGT;1110.0;;1110.0;98.3;;98.3;35.3;
2022-2023;MONTPELLIER;034;HERAULT;0340011C;LYCEE POLYVALENT JEAN MOULIN;34032;BEZIERS;public;LPO;1437.0;750.0;2187.0;95.8;80.8;90.6;32.4;24.8
2022-2023;MONTPELLIER;034;HERAULT;0340028W;LYCEE POLYVALENT JOSEPH VALLOT;34142;LODEVE;public;LPO;437.0;351.0;788.0;112.8;91.4;103.3;33.3;29.0
2022-2023;MONTPELLIER;034;HERAULT;0340045P;LYCEE PROFESSIONNEL JULES FERRY LYCEE DES METIERS DES SERVICES A LA PERSONNE ET DE L ENTREPRISE;34172;MONTPELLIER;public;LP;;493.0;493.0;;82.7;82.7;;24.0
2022-2023;MONTPELLIER;034;HERAULT;0340075X;LYCEE GENERAL PAUL VALERY;34301;SETE;public;LEGT;535.0;;535.0;116.4;;116.4;34.1;
2022-2023;MONTPELLIER;034;HERAULT;0340923U;LYCEE PROFESSIONNEL PRIVE LE PARTERRE;34028;BEDARIEUX;privé sous contrat;LP;;61.0;61.0;;105.5;105.5;;24.1
2022-2023;MONTPELLIER;034;HERAULT;0340991T;LYCEE POLYVALENT PRIVE NEVERS;34172;MONTPELLIER;privé sous contrat;LPO;955.0;175.0;1130.0;133.6;122.5;131.9;25.1;26.9
2022-2023;MONTPELLIER;034;HERAULT;0341385W;LYCEE PROFESSIONNEL LEONARD DE VINCI LYCEE DES METIERS DE LA CONSTRUCTION ECOLOGIQUE DURABLE ET INNOVANTE;34172;MONTPELLIER;public;LP;;422.0;422.0;;86.7;86.7;;28.8
2022-2023;MONTPELLIER;034;HERAULT;0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;34301;SETE;privé sous contrat;LPO;381.0;41.0;422.0;125.7;99.2;123.1;28.8;24.3
2022-2023;MONTPELLIER;034;HERAULT;0341736C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;34172;MONTPELLIER;public;LEGT;1429.0;;1429.0;100.8;;100.8;39.0;
2022-2023;MONTPELLIER;034;HERAULT;0341921D;LYCEE POLYVALENT GEORGES POMPIDOU;34057;CASTELNAU LE LEZ;public;LPO;1187.0;436.0;1623.0;132.1;96.5;122.5;33.0;28.7
2022-2023;MONTPELLIER;034;HERAULT;0342066L;LYCEE POLYVALENT JEAN JAURES LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;34247;SAINT CLEMENT DE RIVIERE;public;LPO;1351.0;231.0;1582.0;131.8;89.7;125.6;34.8;27.5
2022-2023;MONTPELLIER;034;HERAULT;0342225J;LYCEE POLYVALENT GEORGES FRECHE LYCEE DES METIERS DE LA GASTRONOMIE DE L HOTELLERIE ET DU TOURISME;34172;MONTPELLIER;public;LPO;129.0;448.0;577.0;115.1;100.4;103.7;33.8;31.9
2022-2023;MONTPELLIER;034;HERAULT;0342266D;LYCEE GENERAL CITE SCOLAIRE FRANCOISE COMBES;34172;MONTPELLIER;public;LEGT;247.0;;247.0;125.1;;125.1;35.5;
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350030T;LYCEE POLYVALENT PIERRE MENDES FRANCE LYCEE DES METIERS DU BATIMENT ET DE L ENERGETIQUE;35238;RENNES;public;LPO;434.0;431.0;865.0;124.7;93.5;109.2;36.0;29.3
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350031U;LYCEE PROFESSIONNEL JEAN JAURES LYCEE DES METIERS;35238;RENNES;public;LP;;365.0;365.0;;93.3;93.3;;32.7
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350053T;LYCEE GENERAL ET TECHNOLOGIQUE BERTRAND D ARGENTRE;35360;VITRE;public;LEGT;1205.0;;1205.0;110.7;;110.7;32.7;
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;35238;RENNES;public;LP;;337.0;337.0;;86.1;86.1;;24.0
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350769W;LYCEE POLYVALENT PRIVE JEAN BAPTISTE LE TAILLANDIER LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;35115;FOUGERES;privé sous contrat;LPO;735.0;384.0;1119.0;115.3;97.3;109.1;27.5;24.6
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350778F;LYCEE GENERAL PRIVE ASSOMPTION;35238;RENNES;privé sous contrat;LEGT;964.0;;964.0;133.7;;133.7;27.1;
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350787R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LES RIMAINS;35288;SAINT MALO;privé sous contrat;LEGT;250.0;;250.0;131.5;;131.5;27.2;
2022-2023;RENNES;035;ILLE-ET-VILAINE;0350797B;LYCEE POLYVALENT PRIVE JEANNE D ARC LYCEE DES METIERS DU TOURISME LYCEE DES METIERS DU SECTEUR SANITAIRE ET DE L INTERVENTION SOCIALE;35238;RENNES;privé sous contrat;LPO;352.0;237.0;589.0;128.2;108.1;120.1;25.9;28.2
2022-2023;RENNES;035;ILLE-ET-VILAINE;0351930H;LYCEE POLYVALENT PRIVE LA PROVIDENCE;35184;MONTAUBAN DE BRETAGNE;privé sous contrat;LPO;344.0;35.0;379.0;112.9;97.5;111.5;26.8;23.1
2022-2023;RENNES;035;ILLE-ET-VILAINE;0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;35238;RENNES;public;LEGT;1011.0;;1011.0;118.6;;118.6;38.6;
2022-2023;RENNES;035;ILLE-ET-VILAINE;0352304P;LYCEE GENERAL ET TECHNOLOGIQUE SEVIGNE;35051;CESSON SEVIGNE;public;LEGT;1078.0;;1078.0;135.1;;135.1;33.4;
2022-2023;ORLEANS-TOURS;036;INDRE;0360009P;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE ET MARIE CURIE;36044;CHATEAUROUX;public;LEGT;958.0;;958.0;103.9;;103.9;32.9;
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370035M;LYCEE GENERAL DESCARTES;37261;TOURS;public;LEGT;935.0;;935.0;132.9;;132.9;35.8;
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370036N;LYCEE GENERAL ET TECHNOLOGIQUE BALZAC;37261;TOURS;public;LEGT;1029.0;;1029.0;120.4;;120.4;38.1;
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370038R;LYCEE GENERAL ET TECHNOLOGIQUE GRANDMONT;37261;TOURS;public;LEGT;1867.0;;1867.0;118.2;;118.2;34.5;
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370053G;LYCEE PROFESSIONNEL GUSTAVE EIFFEL LYCEE DES METIERS DE L INDUSTRIE;37261;TOURS;public;LP;;243.0;243.0;;93.0;93.0;;32.0
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370054H;LYCEE PROFESSIONNEL MARTIN NADAUD LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DE L ENERGIE;37233;SAINT PIERRE DES CORPS;public;LP;;284.0;284.0;;88.8;88.8;;28.9
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370748M;LYCEE POLYVALENT PRIVE ST GATIEN LYCEE DES METIERS DE L HABITAT ET DE LA CONSTRUCTION;37122;JOUE LES TOURS;privé sous contrat;LPO;341.0;110.0;451.0;124.0;100.5;118.2;28.8;27.9
2022-2023;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370771M;LYCEE PROFESSIONNEL VICTOR LALOUX LYCEE DES METIERS DE LA DISTRIBUTION ET DES SERVICES;37261;TOURS;public;LP;;511.0;511.0;;95.3;95.3;;31.8
2022-2023;GRENOBLE;038;ISERE;0380034F;LYCEE POLYVALENT LOUISE MICHEL LYCEE DES METIERS AU SERVICE DE LA VIE ET DES ORGANISATIONS;38185;GRENOBLE;public;LPO;673.0;317.0;990.0;99.3;83.3;94.2;32.4;24.8
2022-2023;GRENOBLE;038;ISERE;0380035G;LYCEE POLYVALENT LESDIGUIERES LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;38185;GRENOBLE;public;LPO;168.0;357.0;525.0;120.5;101.7;107.7;32.5;31.9
2022-2023;GRENOBLE;038;ISERE;0380063M;LYCEE POLYVALENT LA SAULAIE;38416;SAINT MARCELLIN;public;LPO;681.0;198.0;879.0;114.4;87.8;108.4;34.4;24.8
2022-2023;GRENOBLE;038;ISERE;0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;38563;VOIRON;public;LPO;1018.0;203.0;1221.0;125.6;94.5;120.4;35.2;28.3
2022-2023;GRENOBLE;038;ISERE;0381666E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PIERRE TERMIER;38185;GRENOBLE;privé sous contrat;LEGT;773.0;;773.0;135.3;;135.3;26.6;
2022-2023;GRENOBLE;038;ISERE;0381678T;LYCEE POLYVALENT PRIVE ROBIN;38544;VIENNE;privé sous contrat;LPO;841.0;340.0;1181.0;127.0;108.1;121.6;28.1;24.5
2022-2023;GRENOBLE;038;ISERE;0381732B;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE ET DES PROCESS INDUSTRIELS;38298;LE PEAGE DE ROUSSILLON;privé sous contrat;LP;;55.0;55.0;;93.6;93.6;;26.2
2022-2023;GRENOBLE;038;ISERE;0381803D;LYCEE GENERAL PRIVE EXTERNAT NOTRE DAME;38185;GRENOBLE;privé sous contrat;LEGT;389.0;;389.0;130.7;;130.7;29.2;
2022-2023;GRENOBLE;038;ISERE;0381806G;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSONNE;38185;GRENOBLE;privé sous contrat;LP;;72.0;72.0;;103.0;103.0;;26.4
2022-2023;GRENOBLE;038;ISERE;0381809K;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSONNE;38563;VOIRON;privé sous contrat;LP;;148.0;148.0;;103.6;103.6;;24.3
2022-2023;GRENOBLE;038;ISERE;0382440W;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L AUDIOVISUEL ET DU DESIGN;38553;VILLEFONTAINE;public;LPO;1047.0;143.0;1190.0;109.0;84.3;106.0;35.0;26.9
2022-2023;GRENOBLE;038;ISERE;0383263R;LYCEE GENERAL ET TECHNOLOGIQUE MARIE REYNOARD;38547;VILLARD BONNOT;public;LEGT;871.0;;871.0;135.3;;135.3;34.4;
2022-2023;BESANCON;039;JURA;0390015E;LYCEE PROFESSIONNEL JACQUES PREVERT LYCEE DES METIERS DE LA MODE ET DE L ESTHETIQUE;39198;DOLE;public;LP;;312.0;312.0;;91.3;91.3;;25.5
2022-2023;BESANCON;039;JURA;0390020K;LYCEE PROFESSIONNEL LE CORBUSIER BATIMENT;39300;LONS LE SAUNIER;public;LP;;117.0;117.0;;82.5;82.5;;25.1
2022-2023;BESANCON;039;JURA;0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;39368;HAUTS DE BIENNE;public;LPO;404.0;151.0;555.0;110.4;91.0;105.2;36.2;25.7
